# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
1566.25,2.11,-1.68,-0.87,28.39
1566.3,2.03,-1.63,-0.92,28.39
1566.35,2,-1.52,-0.94,28.37
1566.4,1.96,-1.51,-0.93,28.37
1566.45,1.88,-1.52,-0.93,28.37
1566.5,1.85,-1.49,-0.86,28.36
1566.55,1.91,-1.38,-0.81,28.36
1566.6,2.01,-1.4,-0.75,28.35
1566.65,2.02,-1.46,-0.74,28.35
1566.7,1.99,-1.46,-0.74,28.35
1566.75,2.01,-1.47,-0.79,28.35
1566.8,2.15,-1.44,-0.84,28.37
1566.85,2.11,-1.34,-0.94,28.38
1566.9,2.01,-1.32,-0.99,28.38
1566.95,1.98,-1.34,-0.94,28.38
1567,2.03,-1.32,-0.9,28.38
1567.05,2.05,-1.31,-0.87,28.38
1567.1,2.04,-1.3,-0.81,28.39
1567.15,2.03,-1.29,-0.9,28.38
1567.2,2.06,-1.23,-0.94,28.38
1567.25,2.05,-1.3,-0.91,28.36
1567.3,1.99,-1.37,-0.79,28.36
1567.35,1.95,-1.34,-0.74,28.36
1567.4,1.96,-1.29,-0.82,28.36
1567.45,2.04,-1.3,-0.85,28.37
1567.5,2.07,-1.36,-0.84,28.36
1567.55,2.05,-1.36,-0.85,28.36
1567.6,2,-1.4,-0.82,28.36
1567.65,2.01,-1.4,-0.89,28.36
1567.7,2.05,-1.35,-0.86,28.36
1567.75,2.01,-1.3,-0.81,28.36
1567.8,1.99,-1.28,-0.79,28.36
1567.85,2.03,-1.2,-0.8,28.37
1567.9,2.05,-1.27,-0.81,28.63
1567.95,2.02,-1.31,-0.9,28.78
1568,1.96,-1.33,-0.86,28.8
1568.05,1.95,-1.39,-0.85,28.7
1568.1,1.78,-1.48,-0.98,28.61
1568.15,1.8,-1.52,-1.04,28.64
1568.2,1.76,-1.53,-1.01,28.74
1568.25,1.62,-1.45,-1,28.74
1568.3,1.5,-1.45,-1.06,28.71
1568.35,1.77,-1.43,-0.84,28.83
1568.4,1.89,-1.28,-0.76,28.81
1568.45,1.88,-1.23,-0.89,28.83
1568.5,1.99,-1.28,-0.86,28.68
1568.55,2.02,-1.42,-0.98,28.71
1568.6,2.09,-1.44,-0.98,28.69
1568.65,2.06,-1.45,-1.05,28.71
1568.7,2.02,-1.39,-1.06,28.73
1568.75,2,-1.4,-1.06,28.71
1568.8,2.06,-1.41,-0.93,28.61
1568.85,1.91,-1.39,-0.8,28.59
1568.9,1.96,-1.51,-0.93,28.65
1568.95,1.91,-1.62,-1.07,28.73
1569,1.76,-1.7,-1.09,28.68
1569.05,2,-1.65,-1.05,28.65
1569.1,2.08,-1.49,-0.87,28.58
1569.15,1.98,-1.44,-0.95,28.5
1569.2,1.94,-1.39,-0.87,28.6
1569.25,1.88,-1.35,-0.78,28.64
1569.3,1.85,-1.36,-0.82,28.68
1569.35,1.81,-1.45,-0.72,28.76
1569.4,1.75,-1.62,-0.86,28.77
1569.45,1.77,-1.79,-0.87,28.64
1569.5,1.92,-1.53,-0.9,28.66
1569.55,1.77,-1.44,-0.74,28.49
1569.6,1.75,-1.31,-0.64,28.37
1569.65,1.77,-1.32,-0.59,28.34
1569.7,1.75,-1.32,-0.6,28.34
1569.75,1.88,-1.23,-0.65,28.35
1569.8,2.02,-1.22,-0.67,28.35
1569.85,1.96,-1.24,-0.72,28.36
1569.9,1.93,-1.22,-0.75,28.36
1569.95,1.91,-1.19,-0.77,28.37
1570,1.89,-1.23,-0.74,28.35
1570.05,1.97,-1.21,-0.66,28.38
1570.1,1.99,-1.16,-0.63,28.42
1570.15,2.06,-1.17,-0.63,28.45
1570.2,2.14,-1.09,-0.57,28.44
1570.25,2.15,-0.95,-0.55,28.45
1570.3,2.12,-0.92,-0.52,28.49
1570.35,2.05,-0.98,-0.51,28.47
1570.4,1.98,-1,-0.6,28.44
1570.45,1.87,-1.06,-0.68,28.42
1570.5,1.82,-1.07,-0.71,28.48
1570.55,1.77,-1,-0.96,28.55
1570.6,1.67,-1.1,-1.02,28.72
1570.65,1.59,-1.22,-1.03,28.72
1570.7,1.56,-1.26,-0.99,28.71
1570.75,1.5,-1.04,-1,28.69
1570.8,1.51,-0.94,-0.85,28.58
1570.85,1.47,-0.78,-0.79,28.46
1570.9,1.4,-0.86,-0.73,28.57
1570.95,1.38,-0.95,-0.7,28.67
1571,1.29,-1,-0.7,28.72
1571.05,1.36,-1.1,-0.68,28.73
1571.1,1.44,-1.06,-0.75,28.73
1571.15,1.33,-1.14,-0.64,28.73
1571.2,1.33,-1.09,-0.62,28.75
1571.25,1.31,-1.18,-0.55,28.74
1571.3,1.24,-1.22,-0.53,28.73
1571.35,1.21,-1.17,-0.53,28.71
1571.4,1.2,-1.1,-0.48,28.66
1571.45,1.54,-1.09,-0.35,28.66
1571.5,1.78,-1.25,-0.37,28.69
1571.55,1.92,-1.31,-0.39,28.61
1571.6,1.99,-1.39,-0.38,28.62
1571.65,1.94,-1.34,-0.35,28.64
1571.7,1.88,-1.34,-0.3,28.64
1571.75,1.91,-1.32,-0.37,28.66
1571.8,1.93,-1.28,-0.43,28.66
1571.85,1.79,-1.23,-0.4,28.66
1571.9,1.7,-1.32,-0.37,28.71
1571.95,1.6,-1.31,-0.44,28.73
1572,1.59,-1.33,-0.48,28.74
1572.05,1.63,-1.27,-0.48,28.72
1572.1,1.62,-1.29,-0.46,28.73
1572.15,1.58,-1.41,-0.47,28.74
1572.2,1.63,-1.25,-0.41,28.75
1572.25,1.62,-1.21,-0.46,28.75
1572.3,1.67,-1.23,-0.44,28.75
1572.35,1.69,-1.32,-0.43,28.76
1572.4,1.7,-1.3,-0.38,28.78
1572.45,1.67,-1.31,-0.37,28.79
1572.5,1.69,-1.26,-0.32,28.74
1572.55,1.76,-1.31,-0.39,28.69
1572.6,1.73,-1.3,-0.46,28.71
1572.65,1.73,-1.32,-0.55,28.69
1572.7,1.8,-1.31,-0.54,28.7
1572.75,1.73,-1.36,-0.62,28.71
1572.8,1.7,-1.42,-0.67,28.73
1572.85,1.41,-1.67,-0.63,28.75
1572.9,1.23,-1.69,-0.57,28.76
1572.95,1.2,-1.66,-0.58,28.74
1573,1.28,-1.68,-0.65,28.74
1573.05,1.24,-1.63,-0.64,28.74
1573.1,1.18,-1.58,-0.59,28.74
1573.15,1.24,-1.61,-0.55,28.76
1573.2,1.19,-1.71,-0.53,28.78
1573.25,1.17,-1.72,-0.57,28.71
1573.3,1.32,-1.66,-0.63,28.69
1573.35,1.53,-1.68,-0.73,28.7
1573.4,1.48,-1.69,-0.65,28.73
1573.45,1.51,-1.87,-0.34,28.76
1573.5,1.59,-1.98,-0.32,28.79
1573.55,1.8,-1.84,-0.3,28.77
1573.6,1.73,-1.8,-0.33,28.77
1573.65,1.69,-1.67,-0.35,28.76
1573.7,1.7,-1.59,-0.35,28.77
1573.75,1.62,-1.56,-0.29,28.77
1573.8,1.62,-1.52,-0.29,28.77
1573.85,1.55,-1.44,-0.32,28.76
1573.9,1.62,-1.36,-0.24,28.75
1573.95,1.76,-1.26,-0.34,28.72
1574,1.75,-1.15,-0.38,28.67
1574.05,1.73,-1.09,-0.34,28.7
1574.1,1.53,-1.31,-0.14,28.75
1574.15,1.7,-1.34,-0.22,28.74
1574.2,1.72,-1.27,-0.25,28.73
1574.25,1.78,-1.13,-0.43,28.67
1574.3,1.83,-0.93,-0.51,28.55
1574.35,1.95,-0.9,-0.64,28.55
1574.4,1.92,-0.97,-0.7,28.51
1574.45,1.92,-0.96,-0.67,28.52
1574.5,1.84,-0.94,-0.72,28.53
1574.55,1.68,-1.01,-0.62,28.5
1574.6,1.62,-1.05,-0.57,28.5
1574.65,1.69,-1.07,-0.52,28.49
1574.7,1.65,-1.12,-0.51,28.5
1574.75,1.65,-1.07,-0.55,28.51
1574.8,1.79,-1.07,-0.55,28.52
1574.85,1.8,-1.06,-0.48,28.56
1574.9,1.81,-0.96,-0.51,28.61
1574.95,1.75,-0.97,-0.51,28.62
1575,1.77,-1,-0.48,28.6
1575.05,1.81,-1.11,-0.55,28.61
1575.1,1.64,-1.21,-0.77,28.63
1575.15,1.67,-1.23,-0.76,28.59
1575.2,1.64,-1.15,-0.83,28.61
1575.25,1.72,-1.07,-0.88,28.63
1575.3,1.78,-0.93,-1,28.62
1575.35,1.77,-0.89,-0.97,28.64
1575.4,1.72,-0.96,-0.96,28.65
1575.45,1.77,-1.05,-0.98,28.67
1575.5,1.76,-1.02,-0.94,28.66
1575.55,1.83,-0.97,-0.95,28.63
1575.6,1.86,-0.95,-0.91,28.61
1575.65,1.87,-0.95,-0.87,28.61
1575.7,1.88,-0.94,-0.78,28.61
1575.75,1.95,-0.83,-0.76,28.59
1575.8,1.95,-0.76,-0.76,28.63
1575.85,1.85,-0.84,-0.8,28.7
1575.9,1.81,-0.87,-0.86,28.73
1575.95,1.8,-0.88,-0.82,28.72
1576,1.74,-1,-0.71,28.7
1576.05,1.68,-1.06,-0.71,28.66
1576.1,1.71,-1.02,-0.71,28.66
1576.15,1.74,-1.01,-0.87,28.65
1576.2,1.73,-0.88,-0.97,28.67
1576.25,1.79,-0.92,-0.98,28.68
1576.3,1.75,-0.92,-0.94,28.68
1576.35,1.62,-0.92,-0.8,28.68
1576.4,1.66,-0.81,-0.78,28.68
1576.45,1.75,-0.74,-0.76,28.69
1576.5,1.86,-0.82,-0.73,28.72
1576.55,1.85,-0.76,-0.74,28.72
1576.6,1.84,-0.68,-0.75,28.72
1576.65,1.74,-0.72,-0.79,28.72
1576.7,1.58,-0.86,-0.67,28.72
1576.75,1.61,-0.95,-0.69,28.72
1576.8,1.58,-0.99,-0.69,28.72
1576.85,1.53,-0.96,-0.57,28.72
1576.9,1.55,-1.13,-0.51,28.86
1576.95,1.62,-1.16,-0.63,28.99
1577,1.66,-1.24,-0.74,29.11
1577.05,1.7,-1.22,-0.57,29.16
1577.1,1.65,-1.1,-0.58,29.31
1577.15,1.69,-1.01,-0.63,29.06
1577.2,1.77,-0.91,-0.57,28.91
1577.25,1.82,-0.67,-0.39,28.75
1577.3,1.78,-0.73,-0.45,28.72
1577.35,1.83,-0.83,-0.68,28.97
1577.4,1.79,-0.82,-0.67,29.05
1577.45,1.8,-0.82,-0.69,29.14
1577.5,1.71,-0.92,-0.7,29.1
1577.55,1.63,-0.95,-0.83,28.99
1577.6,1.7,-0.87,-0.81,28.96
1577.65,1.63,-0.57,-0.65,28.94
1577.7,1.54,-0.58,-0.53,28.9
1577.75,1.69,-0.52,-0.45,28.79
1577.8,1.67,-0.46,-0.42,28.68
1577.85,1.69,-0.47,-0.43,28.68
1577.9,1.65,-0.54,-0.38,28.71
1577.95,1.63,-0.55,-0.26,28.87
1578,1.61,-0.57,-0.04,29.08
1578.05,1.64,-0.55,0.19,29.16
1578.1,1.65,-0.55,0.2,29.17
1578.15,1.72,-0.42,0.06,29.21
1578.2,1.69,-0.42,0.04,29.33
1578.25,1.61,-0.39,0.23,29.25
1578.3,1.54,-0.35,0.32,29.17
1578.35,1.55,-0.36,0.39,29.21
1578.4,1.58,-0.5,0.45,29.22
1578.45,1.62,-0.6,0.37,29.23
1578.5,1.74,-0.58,0.51,29.58
1578.55,1.87,-0.46,0.61,29.93
1578.6,1.97,-0.5,0.54,30.12
1578.65,2.06,-0.63,0.71,30.13
1578.7,2.11,-0.6,0.8,30.07
1578.75,2.13,-0.54,0.81,29.95
1578.8,2.11,-0.45,0.86,29.93
1578.85,2.16,-0.43,0.77,29.9
1578.9,2.2,-0.43,0.77,29.96
1578.95,2.25,-0.45,0.86,30.06
1579,2.31,-0.48,0.76,30.07
1579.05,2.24,-0.5,0.82,30.07
1579.1,2.28,-0.48,0.8,30.05
1579.15,2.32,-0.5,0.79,30.08
1579.2,2.47,-0.46,0.64,30.05
1579.25,2.38,-0.52,0.73,30.08
1579.3,2.33,-0.5,0.76,30.12
1579.35,2.28,-0.44,0.78,30.17
1579.4,2.22,-0.4,0.82,30.17
1579.45,2.13,-0.43,0.84,30.15
1579.5,2.06,-0.52,0.91,30.07
1579.55,2.25,-0.43,0.59,29.5
1579.6,2.01,-0.38,0.63,29.86
1579.65,1.96,-0.45,0.74,30.21
1579.7,1.89,-0.38,0.85,30.05
1579.75,1.79,-0.39,0.9,29.96
1579.8,1.75,-0.35,0.9,29.94
1579.85,1.76,-0.39,0.95,29.88
1579.9,1.8,-0.37,1.06,29.99
1579.95,1.84,-0.4,1.14,30.03
1580,1.87,-0.42,1.21,30.05
1580.05,1.96,-0.48,1.21,29.91
1580.1,1.95,-0.38,1.04,29.68
1580.15,1.99,-0.35,0.88,29.53
1580.2,2.04,-0.32,0.8,29.47
1580.25,1.95,-0.3,0.86,29.48
1580.3,1.91,-0.39,0.85,29.18
1580.35,1.85,-0.78,0.79,28.86
1580.4,1.89,-0.82,0.58,28.85
1580.45,2.02,-0.72,0.61,28.86
1580.5,1.93,-0.66,0.5,28.83
1580.55,1.8,-0.8,0.4,28.93
1580.6,1.54,-0.91,0.59,29.08
1580.65,1.69,-0.9,0.49,29.2
1580.7,2,-1.17,0.36,29.35
1580.75,2.1,-1.16,0.07,29.16
1580.8,2.03,-1.11,0.1,28.64
1580.85,2.05,-1.14,0.09,28.46
1580.9,2.03,-1.2,0.17,28.63
1580.95,2.08,-1.28,0.27,28.99
1581,2.19,-1.32,0.23,28.91
1581.05,2.29,-1.36,0.23,28.75
1581.1,2.24,-1.25,0.25,28.76
1581.15,2.32,-1.25,-0.08,28.7
1581.2,2.47,-0.57,-0.58,28.71
1581.25,2.42,-0.38,-0.27,28.81
1581.3,2.29,-0.69,0.02,28.97
1581.35,2.16,-0.75,-0.09,29.26
1581.4,2.03,-1.04,-0.25,29.32
1581.45,1.86,-1.03,-0.35,29.32
1581.5,1.76,-0.92,-0.47,29.39
1581.55,1.62,-1.02,-0.43,29.45
1581.6,1.39,-0.94,-0.37,29.42
1581.65,1.25,-1.07,-0.31,29.36
1581.7,0.98,-1.16,-0.22,29.22
1581.75,1.08,-1.34,-0.14,29.2
1581.8,0.93,-1.49,0,29.23
1581.85,0.77,-1.47,0.04,29.31
1581.9,0.81,-1.55,0.14,29.26
1581.95,0.77,-1.76,0.24,29.11
1582,0.91,-1.9,0.16,29.24
1582.05,1.12,-1.8,0.13,29.32
1582.1,1.12,-1.9,0.16,29.4
1582.15,0.97,-1.72,0.26,29.53
1582.2,0.81,-1.74,0.39,29.63
1582.25,0.87,-1.78,0.45,29.57
1582.3,0.92,-1.8,0.46,29.45
1582.35,0.94,-1.89,0.5,29.46
1582.4,1.15,-2.06,0.32,29.57
1582.45,1.21,-2.05,0.27,29.49
1582.5,0.95,-1.97,0.7,29.51
1582.55,0.88,-2.03,0.78,29.3
1582.6,0.77,-1.87,0.96,29.39
1582.65,0.79,-1.71,0.94,29.38
1582.7,0.93,-1.63,0.89,29.3
1582.75,1.08,-1.63,0.82,29.24
1582.8,1.14,-1.78,0.83,29.34
1582.85,1.17,-1.88,0.74,29.55
1582.9,1.36,-1.86,0.74,29.6
1582.95,1.52,-1.84,0.7,29.61
1583,1.64,-1.84,0.82,29.55
1583.05,1.63,-1.75,0.83,29.37
1583.1,1.53,-1.67,0.68,29.5
1583.15,1.47,-1.69,0.67,29.48
1583.2,1.44,-1.65,0.68,29.47
1583.25,1.51,-1.53,0.67,29.45
1583.3,1.87,-1.41,0.47,29.52
1583.35,1.99,-1.54,0.23,29.54
1583.4,2.05,-1.31,0.35,29.55
1583.45,1.94,-1.14,0.42,29.53
1583.5,1.64,-0.99,0.51,29.49
1583.55,1.55,-1.1,0.51,29.48
1583.6,1.36,-1.13,0.51,29.48
1583.65,1.24,-1,0.38,29.51
1583.7,1.2,-0.97,0.41,29.54
1583.75,1.39,-1.05,0.29,29.55
1583.8,1.35,-1.06,0.26,29.54
1583.85,1.37,-0.96,0.38,29.52
1583.9,1.18,-1.14,0.67,29.44
1583.95,1.18,-1.08,0.7,29.49
1584,1.33,-0.84,0.56,29.48
1584.05,1.33,-0.79,0.52,29.44
1584.1,1.42,-0.93,0.31,29.46
1584.15,1.43,-0.97,0.23,29.45
1584.2,1.22,-0.81,0.21,29.46
1584.25,0.9,-0.88,0.25,29.47
1584.3,0.8,-0.76,0.24,29.48
1584.35,0.86,-0.6,0.1,29.46
1584.4,0.89,-0.47,-0.04,29.42
1584.45,0.97,-0.4,-0.11,29.39
1584.5,1.15,-0.4,-0.27,29.35
1584.55,1.32,-0.57,-0.28,29.17
1584.6,1.53,-0.7,-0.21,29.01
1584.65,1.65,-0.73,-0.2,28.68
1584.7,1.6,-0.68,-0.25,28.69
1584.75,1.65,-0.78,-0.25,28.71
1584.8,1.68,-0.71,-0.17,28.74
1584.85,1.75,-0.58,-0.16,28.75
1584.9,1.73,-0.64,-0.13,28.75
1584.95,1.43,-0.63,-0.27,28.75
1585,1.3,-0.58,-0.26,28.74
1585.05,1.31,-0.63,-0.2,28.76
1585.1,1.34,-0.61,-0.2,28.78
1585.15,1.36,-0.75,-0.15,28.76
1585.2,1.41,-0.77,-0.04,28.74
1585.25,1.57,-0.84,-0.15,28.75
1585.3,1.4,-0.87,-0.15,28.75
1585.35,1.29,-0.88,-0.16,28.75
1585.4,1.28,-0.94,-0.27,28.77
1585.45,1.23,-1.02,-0.63,28.81
1585.5,1.1,-1.02,-0.77,28.89
1585.55,1.12,-0.94,-0.86,28.9
1585.6,1.13,-0.84,-0.89,28.91
1585.65,1.15,-0.78,-0.88,28.92
1585.7,1.09,-0.84,-0.85,28.95
1585.75,1.09,-1,-0.72,28.96
1585.8,0.95,-0.9,-0.67,28.97
1585.85,0.93,-0.93,-0.7,28.97
1585.9,0.87,-1,-0.71,28.98
1585.95,0.83,-1.01,-0.71,29
1586,0.83,-1.01,-0.76,29
1586.05,0.89,-1.03,-0.77,28.99
1586.1,0.84,-1.07,-0.76,28.98
1586.15,0.85,-1.1,-0.78,28.98
1586.2,0.87,-1.13,-0.59,28.98
1586.25,0.86,-1.11,-0.55,28.99
1586.3,0.81,-1.04,-0.58,28.98
1586.35,0.8,-0.96,-0.65,28.96
1586.4,0.79,-0.97,-0.55,28.98
1586.45,0.79,-1,-0.63,28.97
1586.5,0.86,-1.01,-0.64,28.97
1586.55,1.04,-0.99,-0.63,28.93
1586.6,1.12,-1.01,-0.66,28.88
1586.65,1.14,-0.95,-0.66,28.9
1586.7,1,-0.98,-0.72,28.91
1586.75,0.94,-0.91,-0.65,28.9
1586.8,0.96,-0.79,-0.6,28.91
1586.85,0.84,-0.91,-0.52,28.92
1586.9,0.99,-0.88,-0.47,28.9
1586.95,1,-0.93,-0.47,28.91
1587,0.99,-0.93,-0.56,28.91
1587.05,1.01,-0.91,-0.61,28.88
1587.1,1.03,-0.76,-0.46,28.88
1587.15,1,-0.57,-0.3,28.88
1587.2,0.93,-0.58,-0.28,28.9
1587.25,0.76,-0.61,-0.42,28.89
1587.3,0.62,-0.68,-0.45,28.87
1587.35,0.54,-0.77,-0.44,28.86
1587.4,0.74,-0.76,-0.31,28.86
1587.45,0.77,-0.77,-0.35,28.86
1587.5,0.75,-0.85,-0.3,28.88
1587.55,0.71,-0.85,-0.31,28.89
1587.6,0.77,-0.65,-0.23,28.87
1587.65,0.85,-0.44,-0.04,28.87
1587.7,0.84,-0.5,0.03,28.87
1587.75,0.83,-0.6,0.04,28.87
1587.8,0.84,-0.61,0.09,28.85
1587.85,0.8,-0.6,0.14,28.87
1587.9,0.71,-0.47,0.23,28.89
1587.95,0.71,-0.47,0.29,28.89
1588,0.75,-0.71,0.27,28.89
1588.05,0.81,-0.7,0.33,28.89
1588.1,1.12,-0.87,0.43,28.91
1588.15,1.26,-0.78,0.58,28.91
1588.2,1.29,-0.65,0.41,28.91
1588.25,1.46,-0.74,0.31,28.88
1588.3,1.73,-0.91,0.21,28.89
1588.35,2.04,-1.1,0.29,28.88
1588.4,1.95,-1.14,0.4,28.85
1588.45,1.94,-1.2,0.64,28.84
1588.5,1.91,-1.36,0.72,28.84
1588.55,1.92,-1.24,0.47,28.89
1588.6,2.16,-0.76,0.51,28.88
1588.65,2.1,-0.72,0.47,28.89
1588.7,1.9,-0.69,0.69,28.84
1588.75,1.93,-0.58,0.85,28.83
1588.8,1.98,-0.56,0.92,28.86
1588.85,1.86,-0.43,0.72,28.91
1588.9,2.23,-0.59,0.18,28.91
1588.95,2.34,-0.56,0.18,28.91
1589,2.26,-0.37,0.35,28.9
1589.05,2.14,-0.38,0.22,28.91
1589.1,2.16,-0.34,0.24,28.91
1589.15,2.23,-0.21,0.38,28.91
1589.2,2.17,-0.17,0.23,28.92
1589.25,2.38,-0.33,0.1,28.92
1589.3,2.3,-0.46,0.08,28.91
1589.35,2.24,-0.53,0.03,28.91
1589.4,2.24,-0.64,0.01,28.91
1589.45,2.2,-0.73,0.2,28.89
1589.5,2.12,-0.67,0.55,28.91
1589.55,2.14,-0.68,0.64,28.9
1589.6,2.13,-0.85,0.51,28.9
1589.65,2.35,-0.65,0.33,28.91
1589.7,2.46,-0.66,0.27,28.91
1589.75,2.57,-0.62,0.23,28.89
1589.8,2.55,-0.46,0.43,28.9
1589.85,2.36,-0.24,0.51,28.91
1589.9,2.17,-0.08,0.39,28.92
1589.95,1.96,-0.04,0.31,28.9
1590,2,-0.02,0.33,28.89
1590.05,2.01,0.13,0.5,28.88
1590.1,1.93,0.05,0.48,28.87
1590.15,2.1,0.16,0.49,28.84
1590.2,2.22,0.22,0.42,28.84
1590.25,2.13,0.27,0.25,28.86
1590.3,2.12,0.05,0.39,28.88
1590.35,1.95,0.12,0.45,28.91
1590.4,1.87,-0.02,0.44,28.89
1590.45,2.02,-0.38,0.24,28.88
1590.5,1.9,-0.45,0.14,28.9
1590.55,1.81,-0.63,0.08,28.9
1590.6,1.74,-0.79,0.11,28.89
1590.65,1.66,-0.71,0.31,28.9
1590.7,1.64,-0.02,0.35,28.9
1590.75,1.75,0.36,0.26,28.9
1590.8,1.69,0.15,0.47,28.91
1590.85,1.84,-0.23,0.51,28.91
1590.9,1.67,-0.32,0.39,28.91
1590.95,1.58,-0.14,0.31,28.9
1591,1.43,0.09,0.45,28.9
1591.05,1.42,0.18,0.68,28.9
1591.1,1.3,0.25,0.54,28.92
1591.15,1.36,0.26,0.5,28.92
1591.2,1.49,0.33,0.35,28.92
1591.25,1.63,-0.06,0.26,28.91
1591.3,1.72,-0.03,0.55,28.94
1591.35,1.64,-0.25,0.7,28.94
1591.4,1.7,-0.33,0.7,28.93
1591.45,1.59,-0.28,0.74,28.92
1591.5,1.6,-0.34,0.72,28.93
1591.55,1.56,-0.3,0.36,28.92
1591.6,1.74,-0.34,0.37,28.91
1591.65,1.79,-0.32,0.45,28.91
1591.7,1.73,-0.35,0.4,28.91
1591.75,1.68,-0.54,0.27,28.91
1591.8,1.6,-0.66,0.31,28.89
1591.85,1.49,-0.65,0.51,28.86
1591.9,1.54,-0.43,0.85,28.88
1591.95,1.52,-0.46,0.9,28.89
1592,1.52,-0.38,1,28.89
1592.05,1.62,-0.33,0.94,28.9
1592.1,1.48,-0.43,0.73,28.9
1592.15,1.47,-0.48,0.65,28.9
1592.2,1.39,-0.57,0.69,28.89
1592.25,1.33,-0.58,0.87,28.89
1592.3,1.39,-0.62,0.98,28.9
1592.35,1.27,-0.77,0.8,28.89
1592.4,1.3,-0.69,0.7,28.89
1592.45,1.48,-0.68,0.6,28.9
1592.5,1.52,-0.79,0.7,28.91
1592.55,1.56,-0.86,0.74,28.91
1592.6,1.67,-0.83,0.61,28.9
1592.65,1.4,-0.98,0.57,28.9
1592.7,1.3,-0.82,0.63,28.88
1592.75,1.5,-0.72,0.69,28.89
1592.8,1.61,-0.82,0.82,28.88
1592.85,1.88,-0.77,0.47,28.9
1592.9,1.85,-0.69,0.43,28.88
1592.95,1.82,-0.63,0.61,28.88
1593,1.84,-0.48,0.63,28.88
1593.05,1.89,-0.61,0.46,28.89
1593.1,2,-0.51,0.14,28.88
1593.15,1.99,-0.66,-0.1,28.9
1593.2,1.83,-0.67,-0.12,28.89
1593.25,1.53,-0.72,0.13,28.9
1593.3,1.34,-0.83,-0.16,28.89
1593.35,1.09,-0.87,-0.13,28.89
1593.4,1.24,-0.87,-0.01,28.89
1593.45,1.12,-0.96,-0.11,28.89
1593.5,1.12,-1.24,-0.12,28.9
1593.55,1.26,-1.44,-0.25,28.91
1593.6,1.33,-1.38,-0.28,28.91
1593.65,1.29,-1.33,-0.12,28.9
1593.7,1.26,-1.44,-0.13,28.9
1593.75,1.41,-1.46,-0.18,28.9
1593.8,1.42,-1.65,-0.02,28.87
1593.85,1.42,-1.69,0.03,28.87
1593.9,1.33,-1.59,0.06,28.87
1593.95,1.4,-1.58,-0.05,28.87
1594,1.65,-1.56,0.04,28.86
1594.05,1.56,-1.43,0.13,28.85
1594.1,1.56,-1.39,0.08,28.84
1594.15,1.52,-1.45,0.04,28.83
1594.2,1.47,-1.43,0.01,28.84
1594.25,1.63,-1.43,0.09,28.88
1594.3,1.63,-1.34,0.14,28.91
1594.35,1.68,-1.35,0.17,28.9
1594.4,1.81,-1.39,0.13,28.86
1594.45,1.85,-1.33,0.16,28.9
1594.5,1.77,-1.38,0.19,29.01
1594.55,1.56,-1.36,0.16,29.09
1594.6,1.57,-1.39,0.18,29.21
1594.65,1.61,-1.51,0.15,29.23
1594.7,1.6,-1.57,0.09,29.23
1594.75,1.9,-1.46,0.16,29.24
1594.8,1.99,-1.49,0.1,29.3
1594.85,1.94,-1.51,0.13,29.26
1594.9,1.89,-1.74,0.23,29.18
1594.95,1.83,-1.89,0.34,29.03
1595,1.73,-1.8,0.36,29.06
1595.05,1.61,-1.74,0.37,29.06
1595.1,1.51,-1.67,0.45,29.14
1595.15,1.39,-1.68,0.46,29.11
1595.2,1.33,-1.7,0.45,29.04
1595.25,1.46,-1.55,0.41,29.1
1595.3,1.2,-1.64,0.52,29
1595.35,1.14,-1.73,0.57,28.99
1595.4,1.03,-1.76,0.64,29.03
1595.45,1.03,-1.73,0.56,29.07
1595.5,1.02,-1.76,0.64,29.06
1595.55,0.92,-1.69,0.7,29.01
1595.6,0.93,-1.67,0.75,28.95
1595.65,1.06,-1.68,0.84,29.04
1595.7,1.13,-1.63,0.9,29.56
1595.75,1.17,-1.44,0.98,30.13
1595.8,1.11,-1.38,0.9,30.15
1595.85,1.15,-1.34,0.9,30.24
1595.9,1.29,-1.16,1.07,29.98
1595.95,1.25,-1.1,1.1,30.09
1596,1.13,-1.23,1.05,29.81
1596.05,1.02,-1.22,1.31,29.52
1596.1,1,-1.01,1.37,29.41
1596.15,1.04,-0.99,1.38,29.32
1596.2,0.86,-0.82,1.37,29.62
1596.25,0.93,-0.68,1.37,30.03
1596.3,1.01,-0.75,1.38,29.98
1596.35,0.98,-0.82,1.24,29.67
1596.4,0.85,-1.09,1.29,29.4
1596.45,0.83,-1.01,1.34,29.27
1596.5,0.69,-0.92,1.35,29.41
1596.55,0.81,-0.72,1.29,30.12
1596.6,1.04,-0.83,1.27,30.3
1596.65,1.05,-0.95,1.25,30.3
1596.7,1.03,-0.91,1.18,30.31
1596.75,1.03,-0.98,1.12,30.29
1596.8,1.01,-0.95,1.09,30.24
1596.85,0.99,-0.9,1.08,30.18
1596.9,1,-0.85,1.06,30.05
1596.95,0.87,-0.86,1.04,30.1
1597,0.72,-0.83,1.09,30.12
1597.05,0.77,-0.89,1.03,30.15
1597.1,0.79,-0.93,1.03,30.14
1597.15,0.8,-0.96,1.01,30.07
1597.2,0.82,-0.88,0.98,29.94
1597.25,0.75,-0.94,0.99,30.03
